date,comment,ratings,ko_text,nouns,y
2020-10-19,알뜰구매 편하게 하니 좋네요:),5,알뜰구매 편하게 하니 좋네요,"['알뜰', '알뜰구매', '구매']",1
2020-10-18,급할때 애용하는데 새벽에신선하게 배송와서 너무좋습니다^^,5,급할때 애용하는데 새벽에신선하게 배송와서 너무좋습니다,"['애용', '새벽', '배송']",1
2020-10-18,편해요,5,편해요,[],1
2020-10-18,항상잘쓰고있어요,5,항상잘쓰고있어요,[],1
2020-10-18,편하고 좋아요,5,편하고 좋아요,[],1
2020-10-18,쿠폰도 주고 포장도 깔끔하고 상품도 좋아요,5,쿠폰도 주고 포장도 깔끔하고 상품도 좋아요,"['쿠폰', '주고', '포장', '상품']",1
2020-10-18,고쳐졌으면하는.. 상품클릭전에..구매후기가몇개인지 상품후기별점은 어느정도인지 미리 표시되어있으면 훨씬유용할듯합니다 후기란볼때도 사진같은경우는 미리보기로 나와있어도좋을듯하구요 베스트후기도 있으면 소비자입장ㅈ에서 편리하게쇼핑할듯 솔직히 평을보고 많이결정하거든요 수고하세요,3,고쳐졌으면하는 상품클릭전에구매후기가몇개인지 상품후기별점은 어느정도인지 미리 표시되어있으면 훨씬유용할듯합니다 후기란볼때도 사진같은경우는 미리보기로 나와있어도좋을듯하구요 베스트후기도 있으면 소비자입장ㅈ에서 편리하게쇼핑할듯 솔직히 평을보고 많이결정하거든요 수고하세요,"['상품', '클릭', '구매', '구매후기', '후기', '상품후기', '정도', '표시', '유용', '사진', '경우', '베스트', '베스트후기', '소비자', '소비자입장ㅈ', '입장', '편리', '쇼핑', '결정', '수고']",0
2020-10-17,집에 손쉬운 장보기~ 편리하고 요즘시대에 최고네요ㅎㅎ,5,집에 손쉬운 장보기 편리하고 요즘시대에 최고네요ㅎㅎ,"['장보기', '편리', '요즘', '요즘시대', '시대', '최고']",1
2020-10-17,다른기능은 괜찮은데 장바구니에 들어갈때마다 오류가 생깁니다. 결국 인터넷 브라우저로 들어가게 되는데 앱의 편리성을 잘모르겠습니다. 이 부분만 고쳐지면 좋을것같아요,2,다른기능은 괜찮은데 장바구니에 들어갈때마다 오류가 생깁니다 결국 인터넷 브라우저로 들어가게 되는데 앱의 편리성을 잘모르겠습니다 이 부분만 고쳐지면 좋을것같아요,"['기능', '장바구니', '바구니', '오류', '인터넷', '브라우저', '편리성', '부분']",0
2020-10-17,편리하네요,4,편리하네요,['편리'],1
2020-10-16,"쿠폰도 가끔오고 품질도 좋으나 쿠폰날짜가 너무짧네요ㅜㅜ 길어야 2일,3일...",4,쿠폰도 가끔오고 품질도 좋으나 쿠폰날짜가 너무짧네요ㅜㅜ 길어야 일일,"['쿠폰', '품질', '쿠폰날짜', '날짜', '일일']",1
2020-10-16,사고싶은게 하나도 검색이 안되네요. 상품이 있는데 검색이 안되는건지 아에 상품이 안올라와 있는건지..제가 단어만 20여개 검색했는데 하나도 제대로 나오지않아요. 어플보단 사이트 자체가 그런거같네요. 쿠팡이랑 비교엄청되네요; 살게없어요 검색해서 그나마 나온브랜드도 익숙하지않아서 믿고사기가 그래요 비싸기만 더럽게 비싸고,1,사고싶은게 하나도 검색이 안되네요 상품이 있는데 검색이 안되는건지 아에 상품이 안올라와 있는건지제가 단어만 여개 검색했는데 하나도 제대로 나오지않아요 어플보단 사이트 자체가 그런거같네요 쿠팡이랑 비교엄청되네요 살게없어요 검색해서 그나마 나온브랜드도 익숙하지않아서 믿고사기가 그래요 비싸기만 더럽게 비싸고,"['검색', '상품', '제가', '단어', '여개', '사이트', '자체', '쿠팡', '비교', '브랜드', '사기']",0
2020-10-16,"『 tt7788』 잘 사용하고 있어요. 상품설명이 잘 되어 있고, 결제수단이 여러가지라서 좋아요 그리고 아주 편리합니다. 특히 장바구니에 담은후 품절되는 수도 있는데 물건이 재입고되면 다시 장바구니에 알아서 담깁니다. 배송도 만족하구 신선제품들도 다 만족이에요. 반품같은 것도 후처리 빨라서 좋구요. 컬리때문에 좋은 제품들 빠르게 만나서 확실히 편해요. 쿠폰도 잘 주시고요~~ 더 좋은 제품 많이 선보여 주세용. 다른 마켓쇼핑몰에비해 top 이네요^^",5,  잘 사용하고 있어요 상품설명이 잘 되어 있고 결제수단이 여러가지라서 좋아요 그리고 아주 편리합니다 특히 장바구니에 담은후 품절되는 수도 있는데 물건이 재입고되면 다시 장바구니에 알아서 담깁니다 배송도 만족하구 신선제품들도 다 만족이에요 반품같은 것도 후처리 빨라서 좋구요 컬리때문에 좋은 제품들 빠르게 만나서 확실히 편해요 쿠폰도 잘 주시고요 더 좋은 제품 많이 선보여 주세용 다른 마켓쇼핑몰에비해  이네요,"['사용', '상품', '상품설명', '설명', '결제', '결제수단', '수단', '가지', '편리', '장바구니', '바구니', '품절', '물건', '배송도', '송도', '만족', '신선', '신선제품', '제품', '반품', '후처리', '리때문', '때문', '쿠폰', '주시', '주시고요', '고요', '주세', '마켓', '마켓쇼핑몰', '쇼핑몰']",1
2020-10-16,전복 완전 싱싱 대체로 품질 좋음,5,전복 완전 싱싱 대체로 품질 좋음,"['전복', '완전', '대체', '품질']",1
2020-10-16,지인 추천으로 구입하게 됐는데 전 상품도 좋고 포장도 깔끔처리되게 와서 좋네여~~,5,지인 추천으로 구입하게 됐는데 전 상품도 좋고 포장도 깔끔처리되게 와서 좋네여,"['지인', '추천', '구입', '상품', '포장', '처리']",1
2020-10-16,스마일캐쉬도쓸수있고 쿠폰도자주줘요,5,스마일캐쉬도쓸수있고 쿠폰도자주줘요,"['스마일', '스마일캐쉬', '캐쉬', '쿠폰']",1
2020-10-16,편하네요샐러드를더다양한상품부탁드려요,4,편하네요샐러드를더다양한상품부탁드려요,"['샐러드', '다양', '상품']",1
2020-10-16,30일이상 지난 후기도 쓸수 있게 해주세요 ㅠ,2,일이상 지난 후기도 쓸수 있게 해주세요 ㅠ,"['일이상', '후기', '주세']",0
2020-10-15,굿 좋아요!!!!!!,5,굿 좋아요,[],1
2020-10-15,깔큼하요,5,깔큼하요,[],1
2020-10-15,보기 편리하고 바로바로 업뎃되서좋아요,5,보기 편리하고 바로바로 업뎃되서좋아요,"['편리', '업뎃되서좋아']",1
2020-10-15,애기를 키워서 우유도 무항생제 우유랑 좋은거 많아서 자꾸 여기서 사게되네용,5,애기를 키워서 우유도 무항생제 우유랑 좋은거 많아서 자꾸 여기서 사게되네용,"['애기', '우유', '무항생제', '항생제']",1
2020-10-15,신선한 정육 감사합니다,5,신선한 정육 감사합니다,"['정육', '감사']",1
2020-10-15,조금더 다양했으면하지만 좋아요,5,조금더 다양했으면하지만 좋아요,['다양'],1
2020-10-15,👍,5,,[],1
2020-10-14,좋아요,5,좋아요,[],1
2020-10-14,환경 낭비 가장 심해요 대한민국 쇼핑 사이트 탑1일듯.... 진짜 경각심 가지셔야 할 듯,1,환경 낭비 가장 심해요 대한민국 쇼핑 사이트 탑일듯 진짜 경각심 가지셔야 할 듯,"['환경', '낭비', '심해', '대한', '대한민국', '민국', '쇼핑', '사이트', '경각심']",0
2020-10-14,아주 유용하게 쇼핑하고 있어요~,5,아주 유용하게 쇼핑하고 있어요,"['유용', '쇼핑']",1
2020-10-14,너무 좋아요,5,너무 좋아요,[],1
2020-10-14,좋아요,5,좋아요,[],1
2020-10-14,물품의 다양성이 약간 미흡하고 가격이 조금 비싼편이나 신속배송의 편리함과 신선도 및 질은 좋은편 입니다.,4,물품의 다양성이 약간 미흡하고 가격이 조금 비싼편이나 신속배송의 편리함과 신선도 및 질은 좋은편 입니다,"['물품', '다양성', '미흡', '가격', '신속', '신속배송', '배송', '편리함', '신선도']",1
2020-10-14,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ새로가입해서 신규할인이랑 쿠폰 있는거 휴일껴있다고 배송불가능하대서 구매못하고 나중에오니까 기간지났다고 사라짐ㅋㅋㅋㅋㅋㅋㅋ,1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ새로가입해서 신규할인이랑 쿠폰 있는거 휴일껴있다고 배송불가능하대서 구매못하고 나중에오니까 기간지났다고 사라짐ㅋㅋㅋㅋㅋㅋㅋ,"['가입', '신규', '신규할인이랑', '할인', '이랑', '쿠폰', '휴일', '배송불가능하대', '불가능', '하대', '구매', '나중', '기간']",0
2020-10-14,최고,5,최고,['최고'],1
2020-10-14,"간편한 장보기, 워킹맘 추천",5,간편한 장보기 워킹맘 추천,"['장보기', '워킹', '워킹맘', '추천']",1
2020-10-14,한눈에 들어오게 구성되어 있어서 좋습니다.,4,한눈에 들어오게 구성되어 있어서 좋습니다,"['한눈', '구성']",1
2020-10-14,배송이 빨라 완전 신선하구 가격도 저렴해서 굿,5,배송이 빨라 완전 신선하구 가격도 저렴해서 굿,"['배송', '완전', '신선', '가격']",1
2020-10-13,필요한게 다 소비되었네요 좀더 다양한 장보기가 되었으면 하고 신선식품구입이 더 넓은 지역에 배송되었으몃 하는 바람입니다,3,필요한게 다 소비되었네요 좀더 다양한 장보기가 되었으면 하고 신선식품구입이 더 넓은 지역에 배송되었으몃 하는 바람입니다,"['필요', '소비', '다양', '장보기', '신선', '신선식품구입', '식품', '구입', '지역', '배송', '배송되었으몃', '되었으몃', '바람']",0
2020-10-13,잘이용하고있습니다,4,잘이용하고있습니다,['이용'],1
2020-10-13,말해뭐해요 최고에요♡,5,말해뭐해요 최고에요,['최고'],1
2020-10-13,새벽배송 너무 좋아요,5,새벽배송 너무 좋아요,"['새벽', '새벽배송', '배송']",1
2020-10-13,어느날부터 장바구니만 들어가면 엄청 버벅거리고 멈춰요ㅜㅜ 후기보니 저말고도 이런 현상 겪으신분들이있는것같네요. 개선좀해주세요,2,어느날부터 장바구니만 들어가면 엄청 버벅거리고 멈춰요ㅜㅜ 후기보니 저말고도 이런 현상 겪으신분들이있는것같네요 개선좀해주세요,"['장바구니', '바구니', '후기', '현상', '개선']",0
2020-10-13,"애용하는 어플인데, 얼마 전부터 사용에 불편함을 너무 자주 느끼게 돼 리뷰를 남기게 되었습니다. 아래 다른 분도 똑같은 사항으로 문의 주신 걸로 보아 저 혼자만 겪고 있는 불편사항이 아닌 것 같습니다. 앱에 접속해서 다른 걸 할 때는 전혀 문제가 없는데 장바구니만 들어가면 계속 화면이 멈춥니다. 그래서 어플 종료 후에 다시 장바구니를 들어가도 같은 오류가 뜨는 경우도 허다합니다. 여러 시도 후에는 그래도 장바구니 화면 접속에 성공하게 되긴 하지만, 어느 순간부터 한번의 시도만으로는 바로 이용할 수 없는 경우가 많아졌습니다. 이런 오류가 발생하는 빈도가 정말 심할 정도로 잦습니다. 다른 어플을 실행하는 데는 전혀 문제가 없는데 유독 마켓컬리 어플, 그 중에서도 장바구니에 들어갈 때만 이런 현상이 생기네요. 이전에는 장바구니에 담아둔 상품이 몇개이든 이런 오류가 없었는데 어느 순간부터 이런 오류가 생기더니 너무 잦으니 많이 불편합니다. 꼭 빠른 시일 내에 개선 해주셨으면 좋겠습니다.",1,애용하는 어플인데 얼마 전부터 사용에 불편함을 너무 자주 느끼게 돼 리뷰를 남기게 되었습니다 아래 다른 분도 똑같은 사항으로 문의 주신 걸로 보아 저 혼자만 겪고 있는 불편사항이 아닌 것 같습니다 앱에 접속해서 다른 걸 할 때는 전혀 문제가 없는데 장바구니만 들어가면 계속 화면이 멈춥니다 그래서 어플 종료 후에 다시 장바구니를 들어가도 같은 오류가 뜨는 경우도 허다합니다 여러 시도 후에는 그래도 장바구니 화면 접속에 성공하게 되긴 하지만 어느 순간부터 한번의 시도만으로는 바로 이용할 수 없는 경우가 많아졌습니다 이런 오류가 발생하는 빈도가 정말 심할 정도로 잦습니다 다른 어플을 실행하는 데는 전혀 문제가 없는데 유독 마켓컬리 어플 그 중에서도 장바구니에 들어갈 때만 이런 현상이 생기네요 이전에는 장바구니에 담아둔 상품이 몇개이든 이런 오류가 없었는데 어느 순간부터 이런 오류가 생기더니 너무 잦으니 많이 불편합니다 꼭 빠른 시일 내에 개선 해주셨으면 좋겠습니다,"['애용', '사용', '불편', '리뷰', '아래', '사항', '문의', '주신', '불편사항', '접속', '문제', '장바구니', '바구니', '계속', '화면', '종료', '가도', '오류', '경우', '시도', '성공', '순간', '한번', '이용', '발생', '빈도', '정도', '어플', '실행', '유독', '마켓', '현상', '이전', '상품', '시일', '개선']",0
2020-10-13,잘쓰고있어요,5,잘쓰고있어요,[],1
2020-10-13,배송 좋아요 얼음이 종이팩에 들어 있어서 분리수거 할수 있어 좋아요 첫구매 포인트와 100원 상품 완전 맘에 들었어요,5,배송 좋아요 얼음이 종이팩에 들어 있어서 분리수거 할수 있어 좋아요 첫구매 포인트와 원 상품 완전 맘에 들었어요,"['배송', '얼음', '종이', '종이팩', '분리', '분리수거', '수거', '구매', '포인트', '상품', '완전']",1
2020-10-13,좋아요,5,좋아요,[],1
2020-10-13,쿠폰이 많아서 좋아요~^^,5,쿠폰이 많아서 좋아요,['쿠폰'],1
2020-10-13,정직하고 좋은 제품 파네요,5,정직하고 좋은 제품 파네요,"['정직', '제품']",1
2020-10-13,종하욯ㅎㅎ,5,종하욯ㅎㅎ,"['종하욯', '하욯']",1
2020-10-13,좋아요,5,좋아요,[],1
2020-10-13,잘 사용하고 있습니다.,5,잘 사용하고 있습니다,['사용'],1
2020-10-13,좋아여,5,좋아여,[],1
2020-10-13,굿굿,5,굿굿,['굿굿'],1
2020-10-13,사용자에 최적화된 앱,5,사용자에 최적화된 앱,"['사용자', '최적화']",1
2020-10-12,시간대 결재마감 없시 늦게 배송되도 되니 365일24시간 결재가능하면 좋을것 같아요,5,시간대 결재마감 없시 늦게 배송되도 되니 일시간 결재가능하면 좋을것 같아요,"['시간대', '결재', '결재마감', '마감', '없시', '배송', '되니', '일시간', '결재가능', '가능']",1
2020-10-12,날짜 지정까지 가능하면 더 좋을것 같아요 :),5,날짜 지정까지 가능하면 더 좋을것 같아요 ,"['날짜', '지정', '가능']",1
2020-10-12,사용하기 너무편해요~^^,5,사용하기 너무편해요,['사용'],1
2020-10-12,처음사용인데 불편하지 않아요,5,처음사용인데 불편하지 않아요,"['처음', '처음사용', '사용', '불편']",1
2020-10-12,장바구니 들어가면 화면이 멈춰요 추석바로 이전부터 갑자기 안되네요 메인화면에서 원하는 상품을 장바구니 저장해 놓고 장바구니 들어가서 원하는 상품을 클릭해야 되는데 클릭도 안되고 화면이 멈춰버려요 고객상담실에 문의도 했는데 혹시나 핸드폰 용량 문제 인건가 싶어서 삭제후 다시 설치했는데도 장바구니만 들어가면 화면이 아예 멈춰서 클릭이 안되요 메인화면은 잘됩니다 타 사이트도 잘되는데 여기 마켓컬리만 안되서 그래서 구매도 못하고 있어요 빨리 개선해 주세요 불편합니다,1,장바구니 들어가면 화면이 멈춰요 추석바로 이전부터 갑자기 안되네요 메인화면에서 원하는 상품을 장바구니 저장해 놓고 장바구니 들어가서 원하는 상품을 클릭해야 되는데 클릭도 안되고 화면이 멈춰버려요 고객상담실에 문의도 했는데 혹시나 핸드폰 용량 문제 인건가 싶어서 삭제후 다시 설치했는데도 장바구니만 들어가면 화면이 아예 멈춰서 클릭이 안되요 메인화면은 잘됩니다 타 사이트도 잘되는데 여기 마켓컬리만 안되서 그래서 구매도 못하고 있어요 빨리 개선해 주세요 불편합니다,"['장바구니', '바구니', '화면', '추석', '이전', '메인', '메인화면', '상품', '저장해', '클릭', '고객', '고객상담실', '상담실', '문의', '핸드폰', '용량', '문제', '인건', '삭제', '삭제후', '설치', '사이트', '마켓', '구매', '개선', '주세', '불편']",0
2020-10-12,맛있는 제품이 많아요. 건강한 식품,4,맛있는 제품이 많아요 건강한 식품,"['제품', '건강', '식품']",1
2020-10-12,마켓컬리♡,5,마켓컬리,['마켓'],1
2020-10-12,후기 확인시 이상하게 속도가 느려서 답답해요. 다른 앱은 이나 웹사용시 핸드폰에 문제가 없는데 컬리 후기만 확인하려면 속도가 이상하게 느려지네요. 저만 그런가요 ㅠㅠ,4,후기 확인시 이상하게 속도가 느려서 답답해요 다른 앱은 이나 웹사용시 핸드폰에 문제가 없는데 컬리 후기만 확인하려면 속도가 이상하게 느려지네요 저만 그런가요 ㅠㅠ,"['후기', '확인', '확인시', '속도', '앱은', '웹사용시', '사용', '핸드폰', '문제', '지네']",1
2020-10-12,종종 이용하는데 좋아요,5,종종 이용하는데 좋아요,['이용'],1
2020-10-12,한번 빠지면 빠져나올수없음ㅠㅠ,5,한번 빠지면 빠져나올수없음ㅠㅠ,[],1
2020-10-12,좋아요,5,좋아요,[],1
2020-10-11,편하고 좋아요!,5,편하고 좋아요,[],1
2020-10-11,편리하고 좋아요 가격도 비싼거같지 않네요ㅎㅎ,5,편리하고 좋아요 가격도 비싼거같지 않네요ㅎㅎ,"['편리', '가격']",1
2020-10-11,정말 필요한 어플입니다^^,4,정말 필요한 어플입니다,['필요'],1
2020-10-11,할인쿠폰이 콸콸콸~~~~~,5,할인쿠폰이 콸콸콸,"['할인', '할인쿠폰', '쿠폰']",1
2020-10-11,다 좋은데 지방에도 샛별배송햇으면..좋겟네요,4,다 좋은데 지방에도 샛별배송햇으면좋겟네요,"['지방', '샛별', '샛별배송', '배송']",1
2020-10-11,코로나땜에 이용해봤는데 좋아요.다음배송때 박스수거해주시는게 젤좋네요,5,코로나땜에 이용해봤는데 좋아요다음배송때 박스수거해주시는게 젤좋네요,"['코로나', '코로나땜', '이용', '다음배송때', '배송', '박스', '박스수거', '수거']",1
2020-10-11,편리하고 좋아요,5,편리하고 좋아요,['편리'],1
2020-10-11,( z o o 7 7 7 ) 마켓컬리 짱편하고 제품이 신선해서 좋아요^^여기는 지방인데 저는 주로 냉동식품이나 볶음밥 떡볶이 같은 간편식품 시키거든요. 많이 시키면 따로따로 포장되서 배송올때도 있는데 냉매제 포장해서 녹지않게 잘 오더라구요. 아주아주 만족하고 있어요. 마켓컬리 넘넘 편하고 좋아요^^,5,        마켓컬리 짱편하고 제품이 신선해서 좋아요여기는 지방인데 저는 주로 냉동식품이나 볶음밥 떡볶이 같은 간편식품 시키거든요 많이 시키면 따로따로 포장되서 배송올때도 있는데 냉매제 포장해서 녹지않게 잘 오더라구요 아주아주 만족하고 있어요 마켓컬리 넘넘 편하고 좋아요,"['마켓', '제품', '신선', '지방', '냉동', '냉동식품', '식품', '볶음밥', '떡볶이', '간편', '간편식품', '포장', '배송', '냉매제', '매제', '만족']",1
2020-10-11,편리하고좋아요♡♡♡♡♡,5,편리하고좋아요,['편리'],1
2020-10-11,좋아요,5,좋아요,[],1
2020-10-10,좋아요. 환경도 생각하고 새벽배송도 좋고,4,좋아요 환경도 생각하고 새벽배송도 좋고,"['환경', '생각', '새벽', '새벽배송', '배송']",1
2020-10-10,고객에게 최고의 만족과 환경을 보호하는 마인드가 좋아요,5,고객에게 최고의 만족과 환경을 보호하는 마인드가 좋아요,"['고객', '최고', '만족', '환경', '보호', '마인드']",1
2020-10-10,이유식을 일주일치 한꺼번에 만드는데 도움이 됩니다,4,이유식을 일주일치 한꺼번에 만드는데 도움이 됩니다,"['이유식', '일주일', '도움']",1
2020-10-09,좋아요! :),5,좋아요 ,[],1
2020-10-09,사용하기 편합니다 장보기어려운 직장인인데 퇴근후에 주문할수있어서 잘이용하고 있습니다,5,사용하기 편합니다 장보기어려운 직장인인데 퇴근후에 주문할수있어서 잘이용하고 있습니다,"['사용', '직장인', '퇴근', '퇴근후', '주문', '이용']",1
2020-10-09,좋아요,5,좋아요,[],1
2020-10-09,다 좋은데 어플이 장바구니에서 렉이 너무 많이 걸려요,4,다 좋은데 어플이 장바구니에서 렉이 너무 많이 걸려요,"['어플', '장바구니', '바구니']",1
2020-10-09,"배송빠르구, 상품도 신선하구, 저렴하구 쇼핑3박자가 제대로 맞아떨어지네요~ 앞으로 자주 애용하려구요",5,배송빠르구 상품도 신선하구 저렴하구 쇼핑박자가 제대로 맞아떨어지네요 앞으로 자주 애용하려구요,"['배송', '상품', '신선', '쇼핑', '쇼핑박자', '박자', '애용']",1
2020-10-09,첫구매 주문완료했는데.. 주문내역에는 왜 아무것도 없는 걸로 나오죠? 네이버페이는 결재돼서 금액이 빠져나갔거든요. ㅠㅠ 진행상황은 어디서 알 수 있나요?,1,첫구매 주문완료했는데 주문내역에는 왜 아무것도 없는 걸로 나오죠 네이버페이는 결재돼서 금액이 빠져나갔거든요 ㅠㅠ 진행상황은 어디서 알 수 있나요,"['구매', '주문', '주문완료', '완료', '주문내역', '내역', '아무것', '네이버', '네이버페이', '결재', '금액', '진행', '진행상황', '상황']",0
2020-10-08,환경을 고민하는 회사 좋아요,5,환경을 고민하는 회사 좋아요,"['환경', '고민', '회사']",1
2020-10-08,특별한날이 아닌데도 서버가 굼뜨네요^^,4,특별한날이 아닌데도 서버가 굼뜨네요,"['특별', '서버']",1
2020-10-08,정말 편하고 배송도 깔끔해서 좋아요.,5,정말 편하고 배송도 깔끔해서 좋아요,['배송'],1
2020-10-08,번창하세요,5,번창하세요,['번창'],1
2020-10-08,편리하고 좋아요 갑자기 급하게 주문할때 좋음,5,편리하고 좋아요 갑자기 급하게 주문할때 좋음,"['편리', '주문']",1
2020-10-08,너무 편리하고 집에서 주문하는 재미가 솔솔합니다.,5,너무 편리하고 집에서 주문하는 재미가 솔솔합니다,"['편리', '주문', '재미']",1
2020-10-08,좋아 좋다,5,좋아 좋다,[],1
2020-10-08,생각보다 물건쌈,5,생각보다 물건쌈,"['생각', '물건', '물건쌈']",1
2020-10-08,분명 마켓컬리에서 40000원 이상 주문하면 12000원을 할인해주는 쿠폰이 7일 24시라서 11시 55분에 주문을 하려했는데 쿠폰 사용불가라고 떠서 뭔가 조금 억울하네요 쿠폰이 분명 24시까였는데 말이죠,1,분명 마켓컬리에서 원 이상 주문하면 원을 할인해주는 쿠폰이 일 시라서 시 분에 주문을 하려했는데 쿠폰 사용불가라고 떠서 뭔가 조금 억울하네요 쿠폰이 분명 시까였는데 말이죠,"['분명', '마켓', '주문', '할인', '쿠폰', '사용', '사용불가', '불가']",0
2020-10-07,사용이 편리해요,5,사용이 편리해요,"['사용', '편리']",1
2020-10-07,편리하고 배송도 좋아요,5,편리하고 배송도 좋아요,"['편리', '배송']",1
2020-10-07,조아요,5,조아요,[],1
2020-10-07,좋아요 편리해요,5,좋아요 편리해요,['편리'],1
2020-10-07,저만 그런지 앱이 오늘 계속 멈춰요. 폰 껐다 켜도 그러네요. 낼 급하게 필요한게 있는데 ㅠ,2,저만 그런지 앱이 오늘 계속 멈춰요 폰 껐다 켜도 그러네요 낼 급하게 필요한게 있는데 ㅠ,"['오늘', '필요']",0
2020-10-07,간단.편리함,5,간단편리함,['편리함'],1
2020-10-07,간편하고 좋아요!,5,간편하고 좋아요,['간편'],1
2020-10-07,새벽에받을수있어좋아요 제품이조금만더 다양하면 더좋을거같아요,5,새벽에받을수있어좋아요 제품이조금만더 다양하면 더좋을거같아요,"['새벽', '제품', '다양']",1
2020-10-07,이보다더 훌륭한 서비스는 없다,5,이보다더 훌륭한 서비스는 없다,['서비스'],1
2020-10-07,삶의질이높아지네요~^^,5,삶의질이높아지네요,[],1
2020-10-07,피드백 빠르고 응대 좋고 음식도 고품질.,5,피드백 빠르고 응대 좋고 음식도 고품질,"['피드백', '응대', '음식', '고품질']",1
2020-10-07,진짜 거짓말 안치고 개인적으로 너무 좋습니다,5,진짜 거짓말 안치고 개인적으로 너무 좋습니다,"['거짓말', '개인적']",1
2020-10-07,할인쿠폰 유용하게 잘쓰고 있습니다.배송깔끔하고요.최고입니다!,5,할인쿠폰 유용하게 잘쓰고 있습니다배송깔끔하고요최고입니다,"['할인', '할인쿠폰', '쿠폰', '유용', '배송', '최고']",1
2020-10-07,빠른배송과 높은 품질,5,빠른배송과 높은 품질,"['배송', '품질']",1
2020-10-07,만족,5,만족,['만족'],1
2020-10-07,조아요조아요조아요,5,조아요조아요조아요,['조아'],1
2020-10-07,신선한 야채와 샛별 배송에 늘 감사합니다.,5,신선한 야채와 샛별 배송에 늘 감사합니다,"['야채', '샛별', '배송', '감사']",1
2020-10-06,너무나 매력적인 마켓컬리예요. 저렴한 장바구니 물가로 편리하게 신선하고 고급진 제품들 구매하니 좋습니다~짱이예요^^,5,너무나 매력적인 마켓컬리예요 저렴한 장바구니 물가로 편리하게 신선하고 고급진 제품들 구매하니 좋습니다짱이예요,"['매력', '매력적인', '적인', '마켓', '리예', '장바구니', '바구니', '물가', '편리', '신선', '고급', '제품', '구매']",1
2020-10-06,신선한 채소 품질이 좋고 빠른 배송해서 좋아요,5,신선한 채소 품질이 좋고 빠른 배송해서 좋아요,"['채소', '품질', '배송']",1
2020-10-06,마켓컬리에 빠졌어요,5,마켓컬리에 빠졌어요,['마켓'],1
2020-10-06,좋아요,5,좋아요,[],1
2020-10-06,자꾸 렉이 걸려요.,4,자꾸 렉이 걸려요,[],1
2020-10-06,"당장 살것은 아니지만 나중에 살 예정인 품목 담을수 있는 찜, 위시리스트같은 기능을 만들었으면 좋겠어요. 선택주문하다가 실수로 다음에 살것들도 같이 주문하게 되더라구요ㅠㅠ",5,당장 살것은 아니지만 나중에 살 예정인 품목 담을수 있는 찜 위시리스트같은 기능을 만들었으면 좋겠어요 선택주문하다가 실수로 다음에 살것들도 같이 주문하게 되더라구요ㅠㅠ,"['나중', '예정', '품목', '위시', '위시리스트', '리스트', '기능', '선택', '선택주문', '주문', '실수']",1
2020-10-06,좋아요👍,5,좋아요,[],1
2020-10-06,굿,5,굿,[],1
2020-10-06,잘 사용하다가 갑자기 장바구니 화면이 먹통이 되서 제거 후 다시 깔았지만 마찬가지이어서 초기화까지 했지만 마찬가지라 앱으로 주문 못합니다.,1,잘 사용하다가 갑자기 장바구니 화면이 먹통이 되서 제거 후 다시 깔았지만 마찬가지이어서 초기화까지 했지만 마찬가지라 앱으로 주문 못합니다,"['장바구니', '바구니', '화면', '먹통', '제거', '마찬가지', '초기화', '마찬가지라', '앱으', '주문']",0
2020-10-06,정말 빨리와요,5,정말 빨리와요,[],1
2020-10-06,좋은 물건이 많아요. 앱도 편해요.,5,좋은 물건이 많아요 앱도 편해요,['물건'],1
2020-10-06,정말 편리하고 좋아요 샛별배송 짱☆,5,정말 편리하고 좋아요 샛별배송 짱,"['편리', '샛별', '샛별배송', '배송']",1
2020-10-06,다 좋은데..배송추적이 안됩니다. 추가로 pc버전에서는 배송지 수정을 할 수가 없습니다 마켓컬리 직원분들....배송지 조회 + 배송지 수정 기능은 전자상거래 필수 업무입니다.,3,다 좋은데배송추적이 안됩니다 추가로 버전에서는 배송지 수정을 할 수가 없습니다 마켓컬리 직원분들배송지 조회  배송지 수정 기능은 전자상거래 필수 업무입니다,"['배송', '배송추적', '추적', '추가', '버전', '배송지', '송지', '수정', '마켓', '직원', '조회', '기능', '전자상거래', '상거래', '필수', '업무']",0
2020-10-06,좋아요~~~!!!,5,좋아요,[],1
2020-10-06,갑자기 장바구니 로딩도 느려 버벅거려 체크박스 터치하면 제대로 먹히지도 않아 단순한 작업을 해도 몇초씩 잡아먹는 건 다반사..,1,갑자기 장바구니 로딩도 느려 버벅거려 체크박스 터치하면 제대로 먹히지도 않아 단순한 작업을 해도 몇초씩 잡아먹는 건 다반사,"['장바구니', '바구니', '로딩', '체크', '체크박스', '박스', '터치', '단순', '작업', '다반사']",0
2020-10-06,빠르고 좋으네요,5,빠르고 좋으네요,['좋으네'],1
2020-10-06,상품질도 좋고 배송도 빠르고 넘 좋아요,5,상품질도 좋고 배송도 빠르고 넘 좋아요,"['상품', '배송']",1
2020-10-06,사용하기 편해요,5,사용하기 편해요,['사용'],1
2020-10-06,처음사용하는거라 사용해보고요 ~편리하고좋을거같아요,3,처음사용하는거라 사용해보고요 편리하고좋을거같아요,"['처음', '처음사용', '사용', '보고', '편리']",0
