name,ratings,date,helpful,comment,developer_comment
피아노건반,3,2020-05-06,47,쿠페이머니 충전 최소금액 5만원 으로 낮춰주시거나 카드잔액이랑 합쳐서 결제가능허게 해줬음 좋겠습니다. 학생인데 매번 10만원은 너무 큰 금액이에요 ㅠㅠ,
초딩라운드,1,2020-05-12,111,5월11일에 오는게. 5월13일에옴. 그것만보고 열심히 달렸는데 이게뭐야 전화도 안받네. 진짜 이건 꼭 고쳐야되는 문제점 진짜너무 짜증나네,
별빛,1,2020-05-18,8,다 좋은데 이름 바꾸려고 본인인증을 했는데 계속 그대로네요..;; 세번네번씩이나 시도했는데..;;;;,
강미경,5,2020-06-02,0,빠른배송으로 필요한 물건을 빨리 사용할 수 있어 좋습니다,
변성진,5,2020-06-03,2,배송은 더이상 말할것도 없고 선택의 폭이 넓어서 좋아요,
목아파뿌드득,1,2020-06-11,1,요즘 은근슬쩍 가격 올려 통수치는 꼬라지가...,
이준호,1,2020-06-11,1,택배기사분들이 배송요청사항을 아예안보나봐요 분명 경비실에 놔두라고 썼는데 집앞에 던져두고 가네요 없어지면 택배기사 신고 가능합니까?,
sunmin Ji,4,2020-03-24,4,업데이트후에 저도 네트워크 상태 확인하라고 계속 뜹니다 와이파이 상태에서만 진입되요 조치부탁드립니다,
박영미,1,2020-05-24,1,시키지도 않은것도 오고 그것도 두석달 지난것을 우리집 1층에 두면 썩어서 썩은물 줄줄 흐르고 우리집 수건으로딱음😡😡😡,
윤주김,1,2020-06-10,0,쿠팡 업뎃이후 오류뜹니다.저를 포함해서 많은분들이 사용하고있는데 업뎃은 신중하게 해야되는거아닌가요?,
이공주,5,2020-05-27,2,완전 짱 빠른배송 실사용후기,
나야,1,2020-04-19,6,앱카드 결제하면 자꾸 인증처리종료로 결제안되고 자꾸만카드등록하라고 쓰잘데기없는것좀띄우지마세요 카드저장하기시러서 하는건데 앱카드로 결제자체가안됨,
네임 부계정!,1,2020-04-24,7,쿠팡 사기단들 물건을 시켰는데 운송장에는 잘 써져있고 박스안에 내용물만 다른거 들어있음 정말 쿠팡 얘네는 눈이 있는거야? 뇌가 있어? 정말 일 그따구로 하냐? 힘들다고 이해는 하는데 그렇다고 그렇게 일하지마;;;,
욜로거지,5,2020-06-02,0,다양한 상품과 배송이 빠르고 확실해서 너무 좋아요.,
자두연두,5,2020-06-07,0,편안하게 주문하고 배송받을수있어 좋아요,
Miae Lee,1,2020-04-30,3,장바구니가 안나와서 물건 여러개를 한번에 살수가 없어요. 어플 재설치도 해보고 핸드폰도 껐다가 켜보고 다해봐도 안되네요.,
오키,2,2020-05-23,0,무료 배송 안해도 돼는데 무조건 19800원 채워야지 할 수 있다니... 시키기가 부담스럽고 하나씩 시키고 싶은데 그러지도 못하고 쿠팡에서 시키지를 못하겠습니다. 그냥 무료배송 없어도 되니까 결제수단 하나 더 추가 해주세요 무료배송안하고 바로시키는 거로. 정말 쿠팡 못하겠습니다.생기고 난 후로 시키지를 못해요 하나더 추가해 주세요. 심지어 로켓배송 아닌게 별로 없어요;,
박수익,1,2020-06-03,0,안드로이드 tvbox는 100프로 가로인데 지원안하나요? 앱ㅈㅣ원팀 알리익스프레스 좀 보세요!,
192 0,4,2020-04-21,7,"과대포창이 너무심해요. 로켓배송으로 아침에 와있는건 좋지만 제품6개를시키면 봉투6개로 다 따로담겨서오고 진짜 작은제품인데 컴퓨터모니터만한 곳에 포장되어 오기도하고ㅠㅠ 환경을 생각한다면 같은 물류센터에서 오는 제품들은 하나로 포장해서 주시면 좋을것같아요. G마켓 , 티몬 다양한 곳에서는 쿠폰행사를 많이하죠. 쿠팡은 쿠폰행사가 적은편이에요. 하지만 쿠팡맨분들의 로켓배송 서비스때문에 쿠팡을 이용합니다. 가끔은 쿠팡맨분들 힘들까봐 새벽배송 취소하고 시키기도 하는데 쿠팡맨분들 열심히 일한만큼 대우받으셨으면 좋겠네요. 과대포장이 심해서 별하나 뺐어요",
이지희,5,2020-05-21,1,일본 거긴 하지만 로켓배송때문에 못 끊고있어요ㅜㅜ,
이진석,5,2020-06-03,1,가끔 이용 하지만 갠찬네요 이번굴곡만 잘 넘기시길 기원합니다 화이팅 하세요 쿠팡맨 여려분,
이웅,3,2020-06-09,0,의류는 거의가 동남아나 중국산이던데 국내산은 찾아보기 힘드네요 자주 이용하지만 이부분이 좀아쉬워요,
안호근,5,2020-05-02,3,없는물건 없이 배송또한 초특급 로켓배송이라 급하고 필요한물건 즉시 받아볼수 있어 오프라인 보다 더 편하고 저렴합니다 앞으로 쭈욱 흥 하시길 응원합니다,
Youngbin Kang,5,2020-04-12,7,"싸고, 정확하고 빠른전달, 좋은상품 항상 쿠팡을 이용하고 좋아합니다~^^",
이영숙,5,2020-04-23,2,항상빠르고 좋은상품들을 만날수 있어서 너무좋아요~~^^ 상담문의도 빨리진행되서 더좋은듯해요♥,
김정옥,3,2020-05-12,6,원터치결제시 카드를 선택할수있도록 업데이트해주세요 여러카드를사용시 매번삭제해야하는 번거로움이있어요,
이하은,5,2020-06-09,0,로켓배송 급할땐 금액을 채워야해서 좀 미리사는 불편함외에는 다 좋아요,
송영복,5,2020-04-20,1,다른곳보다빠르고물건도꼼꼼히잘포장되어전달됩니다~ㅎ,
양미희,4,2020-05-21,1,"신속 배달,다양한 상품구성",
Sungeun Park,1,2020-06-09,1,뭔 업데이트를 이렇게 자주 하라는건지 짱나서 안쓸까 고민 중 잦은 업데이트 메세지는 정말 짜증나네요,
소미,5,2020-05-01,1,"쿠팡, 쿠팡맨 고맙습니다! 이거 안까신분 까세요ㅠ 너무 좋은 앱입니다.ㅠ 로켓배송은 만약 오늘 주문하면 내일 저녁까지 오고 로켓와우는 만약 9시전까지 주문하면 내일 새벽에오고 저녁 새벽? 12시에 로켓와우 시작하는데 너무 좋습니다. 직장인,주부 너무좋은 압이네요~",
게임하는마카룽,1,2020-05-20,10,PC무선게임페드를살려고했는데신텐도게임임페드가실수로사버림나와서가완전구겨져서옴.....어떻게하죠??,
bad tokki,5,2020-05-27,0,한번거래로 편리한입금 빠른배송 엄지척,
용띵 MINEFREFT TV,1,2020-06-10,0,후기가 잘 클릭이 안되요.후기를 어찌좀,
김동영,4,2020-04-06,3,여타 마켓들에 비하면 고객센터의 빠른연결&배송 친절한 상담 서비스가 돋보입니다 항상 사업번창 하시길~,
j ade,1,2020-04-04,5,앱이 자꾸 혼자 켜지면서 데이터 연결안되어있다고 뜸 하루에도 몇번씩 화면 껐다 킬때마다 그러네요 ...,
.,3,2020-03-29,5,진짜 못생겼어요 인터페이스좀 바꿔요... 글씨체랑 그림은 작고 항목별 자리차지는 커서 싸이월드보다 불편함,
하수연,1,2020-05-15,15,이용은 편리한데 회원이어도 결제방법에 따라 차등취급합니다 포인트로 말이죠 통장거래는 포인트 안줍니다 ^^ 포인트 쓰실분은 확인하고까세요,
이장수,3,2020-06-03,0,빨리 오는건 빨리오고 핑계대면서 늦게 오는건 늦게오고.,
오지현,3,2020-04-20,0,배달이 대체적으로 빨랐어요.음식은 신선 했고 하지만 제품(옷)모양과 디른 점이 있어 별두개 뺐어요 ㅠ,
ᅳ사춘기 소년,5,2020-06-05,0,편하고 로캣 배송 이라 택배가 빨리 와서 좋다,
유선호,5,2020-03-22,3,원래 쿠팡보단 위메프를 주로 이용했는데 쿠팡을 이용하다보니 위메프를 못쓰겠더라구요.. 쿠팡이 너무 편하고 평점기능도 너무 유용하고 좋네요!,
소원sowon,5,2020-03-26,5,정말 좋아요☺ 배송이 빨리 옵니당💕 근데 오는 도중 물건 훼손이 있었어요😅 그래도 괜찮아요🙂 가격도 마트보다 더 싸요!!,
김기훈,1,2020-05-15,7,아니 무통장 입금 계좌가 거래를 할수없는 계좌라고 뜨던데.. 그럼 무통장 입금기능을 왜 넣은겁니까..?,
서찌니,5,2020-05-27,0,쿠팡이용자 입니다 다양한 물건과 심지어 예쁜 디자인의 가구가 많고 편리합니다 압으로 더 기분 좋게 이용하겠습니다.☺☺,
박종훈,4,2020-03-28,4,현재 위치하는 지역에서 사용할수 없습니다 라는 문구가 나오며 사용이 안됩니다,
AROHA연,1,2020-04-02,4,하... 제가 왠만하면 앱 평가 잘 안하는데 이건 해야겠네요.. 브러쉬 9만 9천원짜리를 사기당하고 배상도 안물어주고... 아무리 사기를 당한다 하더라도 9만9천원은 아니잖아요....,
모짜맵구마,2,2020-04-14,2,아니 다른거 다 좋은데 도대체 LG U+ 언제 결제중단 취소해주실건가요? 정말 불편합니다.,
카트좋아하는배린이,5,2020-05-01,3,쿠팡이 다른앱보다 편리하고 친절하고 쓰기편하게 되있어서 물건 볼때자주 사영해요!!^-^,
지윤,3,2020-05-27,1,구매취소 후 환불이 너무 느려요.,
woong bin park,5,2020-04-03,4,"반품도 빨리되고, 배송도 빠르고 정말 좋네요",
라별YOUTUBE,4,2020-04-21,6,카카오톡에 공유하기가 안됍니다 설치삭제했다 들어가도 안돼고 카카오톡을 봤는데 멀쩡한데 왜이러죠? 어제는 잘됬는데 빠른답장 부탁드려요,
최순득,3,2020-04-23,0,좋아요~상품 리스트가 너무 잘보여요.앱사용빈도가 높아요.,
김송미,5,2020-05-20,0,간단하게 쇼핑할수있어 아주 대만족입니다,
이정희,1,2020-06-02,3,지금시선에선 별하나도 아깝네요. 요즘 티비에 그소리로만 난리던데 관리자들이 그딴식으로 하면안되죠. 암만돈주고 써도 알바도 사람이고 대한민국의 자부심인데 알바라고 반말에 욕도 해가며 그딴식으로 하면안되죠. 다똑같은 사람인데.. 존중을 해줘야죠. 관리자라고 다들 배가불러서... 사람 있음에 소중함을 알았음합니다. 솔직히 말만 관리자지 알바하는 사람이 없음 자기들도 일해야죠.. 그러니 제발 사람의 소중함을 알기를요...,
기산수기고 일 영,5,2020-06-04,0,반품잘돼고 신속배달에 비교적 싸요,
종범김,5,2020-06-11,0,좋은제품들과 빠른뱨송좋아요,
킹잉어,2,2020-05-06,5,맘에안드는2개 1.배송비장난 원가2000 배송비15000 요딴장난치는게 땡마켓 땡션 등보다 훨씬많음 관리가 필요함 2.로켓배송유도 이거때문에 어플지웠다 다시설치한건데 난원하지않고 천천히와도되는데 자꾸결재유도와 다른상품 같이사라는식으로 진행시키는데 이두개제대로 못고치면 삭제가답인듯,
승우맘,5,2020-04-23,3,쿠팡 로켓배송 로켓프레시 빠른배송 편리한 시스템 만들어주심과 택배기사님 노고에 항상 감사드립니다 자주 애용하겠습니다^^,
송수연,5,2020-05-24,0,완전 잘 쓰고있어요! 감사합니다! 쇼핑몰 중에는 쿠팡이 최고에요!,
핑펭퐁,2,2020-06-04,0,"무료배송 아니어도 되는데 얼마 이상 해야 무료배송이라고 굳이 선택사항 없게 하셔서,, 그냥 배송비 낼게요 하나만 구매하게 해주세요 무료배송아니면 구매 못하게 하는건 또 처음이라,, 당황,,",
정영진,1,2020-04-14,0,에어팟데리를시켰는데통텅텅비어있고에어팟따로사라는게말이돼나요?그냥고속충전기를50000원에파는게말이돼냐구요?이거실빠엔시내있는고속충전기를사죠,
youngwoo kim,5,2020-04-15,2,편리함과 적정가격 신속 정확함의 표상이 되기를 발원합니다,
오수민,3,2020-04-21,2,사이트는 만족한데 어플을 키지 않고 다른 어플로 놀다가 납치를 당함. 그것빼고는 만족.,
양희김,4,2020-05-08,0,다 좋은데 결제 시스템이 많이 불편하네요 삼성페이 사용도 안돼고 결제시스템을 개선했으면 좋겠어요,
사꾸라빤스,1,2020-03-22,2,현재 지역에서 접속할수없다고 오류뜨는데 어떻게 해야하나요?,
황지성,2,2020-04-10,2,닌텐도 스위치 살려고 쿠팡 깔았는데 코로나 때문인지 스위치 가격이 너무 비싸 졌습니다. 코로나 없어지면 다시 스위치 원래 가격 으로 돌아오나요?,
구성용,4,2020-05-24,0,추천상품이 좀 더 보기좋게 있으면하는 바램.ㅎㅎ,
박규리,5,2020-04-01,1,아일랜드 식탁 안쪽에 놓고 사용할려고 구입한건데 안성맞춤이예요,
vill ain,5,2020-04-07,1,님들 쿠팡하세요 진짜 개 편하고 간편하고 막 이런 것좀 고쳐주세요 하면 바로 고쳐주고 아 진심 큐팡 직원분한테 프로포즈 할 뻔 사랑해요 쿠팡,
caritas c,1,2020-06-05,0,인형하나샀는데 맘에안들어서 반품하려고 했는데 체근기록에 없다고 하더라고요,
이주현,5,2020-05-20,0,빠르고 제품이 다양해서 좋아요~^^,
박수영,5,2020-03-23,2,상품이 많이 부족하여 가격이 대체적으로 다른 곳보다 비싸다 구매하기는 간단하여 좋다,
귤링,3,2020-04-07,0,로켓배송이 갑자기 19800원? 부터 이용가능하다하고 로켓와우를 강조하네요.. 이점이 조금 불편하네요,
융끼,1,2020-04-13,0,화면 껐다 키면 앱 안눌러도 혼자서 앱 실행되는데요 수정좀..,
777 BANG,3,2020-04-14,0,갤럭시탭 s5e에서 상품 내용이 한참 뒤에 나옵니다. 빨리 수장해주세요.,
도리,5,2020-05-27,1,저렴하고 좋아용 아프로 자주 찻아볼게용 예쁜상품만이나와주세용,
독성무,1,2020-04-10,0,갑자기 결제 또는 인증에 실패하였습니다라고 뜨면서 결제가 안됩니다.,
안상호,4,2020-03-27,2,현재위치에서 사용이 안된다고 뜨는데 왜이럽니까 빨리 똑바로 만드세요,
지금부터,3,2020-04-29,0,앱에서 상품 검색하고 결제하려니 전보다 느려졌어요,
박성호,5,2020-06-12,0,편리하고 간편하고 좋아요,
은가비,5,2020-03-31,2,"빠른 배송, 좋은 물건들이 많아 너무 좋아요~ 사업 번창 하세요~",
또즌_,4,2020-06-02,1,장난해요??? 온도기샀는데막오는날짜지났는데왜 안보내고 배송중이라하세요?근데 그때일빼고 다 갠춘,
박정우,5,2020-04-10,1,배송도 빠르고 포장이 잘되어서 전달됩니다.,
우영선,4,2020-04-10,3,빠른배송이있어 편하고 가격도 좀저렴것같고 외국나갔다가 구매해온 물건도 곰방찾아주문되니 ^^쿠팡은 지구촌이네여 ㅋㅋ,
연찬용,5,2020-04-20,1,배송이 빠르고 반품 또한 하기 쉬워 자주 이용합니다.,
김엄격,1,2020-04-12,2,알림설정을 편하게 설정하기 힘든 곳에 숨겨 두셨네요. 비열한 모습 보기 좋아요.,
김동찬,4,2020-04-22,0,결제제한 나이를 체크카드를 만들 수 있는 만13세로 올려주셨으면 합니다.,
뀨뀨,5,2020-05-28,0,신선제품을 주문해봤는데 마켓컬리보다 훨씬 가성비가 훌륭합니다..마켓컬리는 외부포장에 너무 신경을 많이 써서 실내용물에서 실망을 많이 했는데 쿠팡프레시는 내용물이 굉장히 알차더라구요..앞으로도 계속 애용하겠습니다,
김돌돌,5,2020-04-29,0,😡😠보니하니인형 쪼금많이준비해주세요!!!!!!!!!!!!10개정도내쭈세요!보니인형이요제가선물로사줄려고했는데아이가슬퍼해요ㅜㅜㅜㅜㅜ정확히어린이날9일나맜어요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!아니면제거한게해노세요!!!!!!!!!(색상)보니,
yum yum,1,2020-04-09,0,왜 자꾸 핸드폰 잠금화면 풀면 홈화면보다 쿠팡 사이트가 자동으로 접속되어있나요? 적당히하세요. 진짜 쿠팡 불매하고싶어지니까,
elly ahn,5,2020-06-01,0,앱도 편하고 배송도 빨라요,
woo jong,2,2020-04-03,3,자꾸 자동실행됨 화면종료후 화면킬때 가끔 자동실행됨,
이민욱,5,2020-04-21,3,빠르고 좋아요 가끔 문제있는 업체들도있지만요,
희영이,1,2020-06-10,0,자꾸오류멘트뜨고 상품없다고 멘트가이상하게뜨네요ㅡㅡ,
김유정,1,2020-03-23,1,데이터요청에 실패했다면서 들어가지지도 않는데 언제까지 이래요 대체,
이순자,2,2020-05-01,0,물건을사고취소하려고할때불편하고취소란이따로없음,
유태훈,1,2020-05-23,0,상품이연결도안되고 쓰레기임,
정영수,5,2020-06-05,0,배송이 빠르고 제품도 좋아요,
최수현,4,2020-06-10,0,결제수단이 더 다양해지면 더 편리한 쿠팡이 될것같아요! (ex 카카오페이,
뉴비들의 게임세상,5,2020-04-24,0,역시 쿠팡이 짱!!😊 쿠팡만한게 없죠~ 다른 앱도 깔아 봤는디 쿠팡이 제일 좋더라구용 ㅋㅋ 쿠팡은 별점 5개 줘도 됩니다!♡ 아직 깔지 않으신 분들 깔아 보세요오~,
유혜숙,1,2020-04-28,0,네네 로켓배송인 거는 ㅇㅈ인데 별1개도 아깝네요^^ 전에도 가발 샀을 때 안 좋더니 이번에 시킬 때 걍 불량을 주시네요.그것도 여러 개나..ㅎ....진짜 이번 꺼는 걍 쓰지 말라는 것처럼 보이네요.손목 아대가 저렇게 실밥이 대놓고 있는데다가....허.반품 바로 하고 싶은데 돈을 또 2500원이나 내고.돈 너무 아까워서 보내지도 못 하겠네요^-^ 전에 시킨 가발에 비하면 이거는 걍 신문지+쓰레기를이네요,
chicken bad,5,2020-04-29,1,진짜 다 좋은데 앱 마크만 좀 바꿔주세요! 마크가 너무 촌스럽고 안예뻐요,
최종배,1,2020-05-11,3,업데이트하고나면 업뎃하라하고 하면 또 나오고... 계속 반복됨 버그인지? 내폰문제인지?,
SM han,5,2020-03-30,2,사이트가 없어져슴다 쿠팡은 항상 고마운 사이트인데 물건하자가 있는데 사이트가 없어졌어요 그럼 어떻게 하나요? >.<,
여환승,4,2020-04-24,1,예전에는 가격이 많이 싸다고느꼈는데 요즘은 아니듯 하네요,
양은숙,5,2020-06-04,0,편하고 배송이 빨라서 좋음,
Brandon Ahn,1,2020-06-14,0,다른 앱 사용중에 자동으로 실행되는데 해결방법 알려주세요,
땅콩이네,5,2020-03-23,2,급하게 물건을 사야할때 로켓배송 진짜 유용 합니다 좋아요.,
맑크리,5,2020-06-10,0,몇년간 쿠팡만 이용하고있습니다 로켓배송도 맘에들고 편리함때문이죠~,
고솜도치고솜도치,5,2020-06-08,0,쇼핑하기가 편리헤요.,
한상열,5,2020-04-19,0,배송빠르고 시스템이 너무 무체계저으로 잘되어어요,
구정미,5,2020-05-20,0,"빠른배달 서비스가 좋음,",
쿠바나더블,3,2020-05-17,0,글자크기조절및 다크모드가 없어요.,
One kim,3,2020-03-28,2,갑자기 앱이 꺼졌다가 실행이 안되는데 왜 그러나요,
정량만주세요,5,2020-04-20,0,다좋은데 쓰면 쓸수록 지갑이얇아집니다,
늬늬,1,2020-06-07,0,우리은행에서도 맞다는 은행비밀번호를 쿠팡에서 아니라고하네 뭘 시킬수있어야 평가를하지...ㅠ,
horang,1,2020-06-10,0,마이페이지 무한로딩 고쳐주세요,
신수진,5,2020-04-14,1,다양하고 좋은상품들을저렴하게 빠리받을수있어서좋은것같아요,
JO Mr.,5,2020-04-27,1,배송빠르고 물건찾기쉽고 좋네여,
보베,5,2020-05-13,2,정말 잘 쓰고 있는 앱입니다 딱히 아쉬운 점도 없는 거 같고요,
Songhyun Nam,5,2020-06-09,0,쿠팡은 좋지만 업데이트 후 느려졋어요 ㅠㅜ,
지니JINI,5,2020-04-19,0,너무좋아요! 폰케이스나 등등..넘넘 조아요,
정의구현,5,2020-06-03,0,빠르고 좋아요 가격도저렴하고 최고,
김재원,1,2020-06-02,2,오늘 온다더니 왜 안와요?ㅋㅋ 어제부터 배송중이던데 안오는 이유가 뭐죠 ㅋㅋ빠른척 하는건가? 어이없네요 ㅋㅋㅋ 님들 이거로 살빠에 g마켓 ㄱㄱ,
김권우,1,2020-04-25,0,품절상품 올라온거 너무 많네요. 같은 제품 3번이나 구매 했으나 몇일뒤 품절로 인한 결제취소...쿠팡에선 뭐하나요? 품절상품 버젖이 올려놓고 구매자 물먹이는데 ㅡㅡ,
박원태,5,2020-03-28,1,다양한제품선택과.빠른배송. .,
양승인,5,2020-03-28,1,상품가격 만족 다양한 상품 쇼핑 편리,
귀멸의 칼날,5,2020-06-03,2,좋네요 코스옷들이나 마스크도 있고요 근데 해외배송을 사진에 넣어주셰요 그리고 다른 노인들한테 짜증이랑 욕한다고 하는 글을봤는데 실망입니다 진짜 돈번다고 해도 이건 아니죠;;;;,
유경석,5,2020-04-21,1,편리해요 파손교환이 아주 빨라요 만족합니다,
전기수,1,2020-04-23,1,고장나고 부서져도 반품도 as도 안되는 쿠팡 상품등 별하나도 아까움,
표영열,5,2020-04-26,0,나이들어 컴맹수준인데 잘쓰고있어요 자녀도움없이,
최인헌,5,2020-05-23,0,다양하고 신속 정확합니다.,
eunji lee,1,2020-05-26,0,업데이트이후 s20 네트워크 확인하라고 접속불가,
레나,1,2020-05-30,0,"다 좋은데... 갑자기 왜 원하는 수량 못사고 1,9000원 이상 까지 물건을 사야 하나요?? 왜 더 구매 하게 만들죠!? ㅡㅡ",
김도경,5,2020-05-22,0,배송이 빨라서 정말로 좋아요👍,
박승훈,2,2020-05-27,1,솔직히 요즘 쿠팡 짱개 물품만 겁나 올라옴 검색을 하면 전부 해외직구... 직구몰좀 따로 카테고리좀 만들어주던가 쿠팡은 급할때 아니면 저렴한것도 아니고 마일리지 쌓이는것도 아닌데 굳이 이용 배송 기달리면서 이용하는곳이 아닌곳인 만큼 카테고리 따로 만들어주세요 개짜증나니깐,
김도영,1,2020-04-14,0,데이터 요청에 실패했습니다라고 계속뜨네요,
김종범,5,2020-06-02,0,빠른배송 좋은제품들 넘맘에들어,
소연,5,2020-06-05,0,싸고 주말에도 배송이 되는 그 점이 좋아요,
박새로이,3,2020-04-17,0,"안녕하세요 쿠팡 사용한지 어느덧 5년이 지나가는거 같습니다. 세차타월 가격 9,400원 구매 할려고 구매 눌렀는데 자꾸 로켓상품 어쩌고 뜨면서 구매가 안되고 자동으로 두개 사야지 구매가 가능한데 왜그런지 이유를 알고싶네요.",
태주랑진기랑,1,2020-04-26,0,배송시스템 개판 그래서 탈퇴함 별 한개도아까움,
박루안,4,2020-05-21,0,"배송, 상품, 가격 다 만족합니다~^^",
요리 조리어피치,5,2020-05-21,0,"너무편하고 거의70세이신 할아버지께서도 잘 쓰시네요^,^",
정경미,5,2020-05-20,1,"로켓배송, 로켓와우 넘나 편리하고 좋아요~~^^ 말이 필요없죠~~♥",
오유리,5,2020-05-30,0,거의 쿠팡에서 다 구매해요 로켓와우랑 로켓쿠팡만 사용해요 당일 새벽 배송이 빠른게 제일 좋아요,
이름모를걸,5,2020-04-30,1,편리해요 소비자가 사용하기 편리한 앱이 최고 아닌가요? 매출 증대에도 영향이 있을거라고 봅니다,
Neo Minmeori,5,2020-04-03,3,온라인쇼핑 어플중에 단언컨데 최고입니다~그리고 저는 왼만하면 리뷰를 극찬하질않습니다,
꽁이YouTube,5,2020-04-26,0,진짜 강추!! 쿠션과인형이 특히이쁨 이거 무조건 ㄱㄱ,
장명희,5,2020-04-10,0,빠른 배송은 기본 이며 제품관리도 잘 하시는것 같아 믿고 거래 합니다,
김김부각,4,2020-04-14,1,로켓배송 조건 없이 무료배송 되는 이벤트? 자주 했으면 좋겠어요!,
이혜련,4,2020-05-22,0,외국에서 오는 물건들이 너무나 시간이길다,
굼구미,5,2020-06-03,0,항상 빠르게 배달해주셔서 감사합니다! 쿠팡과 쿠팡맨들 덕분에 힘든 시기를 잘 버틸 수 있던 것 같아요!!,
김지온,1,2020-06-10,0,직원들이 불쌍해요.별 한개도 주기 아깝네요,
이땡크,5,2020-04-05,1,만족합니다. 다른 소셜에서 옮긴지 얼마안되었는데 더괜찮네요,
김정희,5,2020-05-09,0,편하긴한데로켓배송에결제수단이휴대폰결제로는안되있어 불편하네요ᆢ,
버드리서연,5,2020-04-17,2,너무좋아요 로켓배송 기사님들 너무 수고가 많아보입니다,
강민창,1,2020-05-13,0,진짜 최악이다 부재시 경비실에 맡겨 달라니까 전화도 안 하고 왜 자꾸 현과문에 놓고 가죠? 너무 화나네요 잃어버리면 어떡하실려고 자꾸그러시죠,
B이화,5,2020-04-05,1,"여러가지를 비교하여 골라 살 수 있고, 시중보다 저렴하기에 생필품 구입도 쿠팡에서 합니다. 빠르고 정확한 배송에 자주 이용하게 됩니다",
허진,5,2020-04-12,1,빠르고 교환 화불 스피드하고 완전 칭찬해~~,
Eun S,1,2020-05-04,0,싼맛에 사는거많은데.. 참다가 진짜 .짜증나서올림.. 판매자좀 거르고 받았으면함. 내가산건 중고가아닌데 ㅋㅋㅋ 받아보니 중고물품인줄? .. 1. 바퀴벌레약구매- 박스완전너덜거리고 누가쓴거보냈다해도 이상하지않음. 2.헤어에센스구매- 본품뚜껑은 스크래치가잇고 케이스자체도 스크래치쫙쫙. 판매자문의? 그딴거 안봄. 짜증나서 그냥 싸니까 환불하기 귀찮아서 냅둠,
김동학,4,2020-05-23,0,배송이 빨리 와서 좋네요,
정옥희,4,2020-05-20,0,너무 편리해요.비싸지도 안코요.,
Kᄏᄏ,3,2020-03-28,1,노트9 업데이트요..장바구니넣기 기능이 안되는이유는요?,
dream something fantastic,5,2020-04-19,0,검색 및 주문에 최적화되어 있네요.,
김용관,5,2020-04-25,2,다양한상품과 후기가있어 좋습니다.,
hyunpyoung Yang,5,2020-05-17,1,선택의 자유ㅡ 약속의 정확성ㅡ신속한 배다르☆☆☆☆☆,
강선모,5,2020-05-25,0,쿠팡앱 완전좋음 뭐살때 고민하고 사는게 너무좋다고 생각함 쿠팡앱 짱좋음 이용해 보시오,
윤영갑,2,2020-06-14,0,청용방울대.회수했으면.돈도반납입금해라 소비자고발한다 촉구한다 ! 왜.아직도반품한 물건의대해 돈돌려주지않은가. 설명을 부탁한다,
박철진,1,2020-04-20,0,고객센터는 노답 적당히 물건품질 대응 포기하고 이용해야하는 곳,
변계련,5,2020-05-24,0,빠른 배송 넘 감사히 이용하고있습니다,
성정안,5,2020-05-03,0,정말 많은 상품이 있어요! 쿠팡 화이팅!,
미래,5,2020-06-07,0,지방생활 쿠팡 덕분에 물건구매 불편함 모르고 지냅니다~구매할 물품 확인되면 무조건 쿠팡에서 검색하고 구매해서 사용합니다~솔직한 리뷰어들 글도 구매에 도움되고 좋아요~쿠팡 대박 터지세요!!,
코쿤TV,1,2020-04-29,0,몰랑이 폰케이스를 쳤는데 폰케이스는 2개 밖에 안나오고 옴팡이 폰케이스만 잔뜩 나오네요 몰랑이 폰케이스 종류가 2개밖에 없는것도 아닐텐데 왜 이러죠?,
김의진,2,2020-05-17,0,제가 피규어좋아해서 보고있는데 11번가는19만원인게 쿠팡은33만원이더라고요. 다른것도 다좋은데 11번가에비헤너무비싸요..,
이창협,4,2020-05-21,0,편리하고 빠른 써비스,
김연아,5,2020-04-11,0,원래 타 소셜커머스를 티* 애용했는데요 이번 코로나 사태를 겪으면서 로켓배송 및 로켓프레쉬에 너무 감동하면서 완전 빠졌습니다 좋은 서비스 항상 감사합니다.,
Shenghu Wu,5,2020-04-21,0,필요한 물건을 빠르게 받아 서 좋아요,
배용택,5,2020-05-16,0,빠른배송과 저렴한 좋은제품.,
Myoung-joo Lee,3,2020-06-02,0,리뷰등 글자 크기좀 키워주세요 너무 눈아파요ㅠ,
셔니셔니,5,2020-04-10,0,요즘같은시기에정직한가격마스크감사합니다,
장성욱,5,2020-04-27,0,품질양호하고 저렴하며 배송이 빠르다,
맛난거,1,2020-03-21,1,왜 자꾸 자동으로 켜지나요? 뭔 해킹프로그램도 아니고,
ᄒᄒ,5,2020-04-20,4,쿠팡의 장점.로켓와우회원한달에 2900원만 내면 로켓프레시와 로켓배송주문시 가격제한이 없다.게다가 로켓프레시 최저가격도 저렴한편이라 진짜 사용빈도가 높아질수밖에 없는듯.여러모로 대체불가한 어플 최고...,
고경희,1,2020-03-24,2,지난주부턴지 쿠팡어플이 제멋대로 켜져요. 다른거 하고있으면 자꾸 쿠팡앱이 실행돼서 불편해요,
Google 사용자,5,2020-03-24,1,도서배송이 하루만에 도착하여좋았다,
Google 사용자,4,2020-05-20,0,신속하고필요한정보으로잘이용합니다,
김경진,5,2020-03-30,2,친절한상담빠른배송이좋습니다,
